host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_identity_verified,property_type,room_type,capacity,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,6,5449,1,365,4.92,4.89,4.91,4.74,4.94,4.94,4.92,t,8.71
within an hour,100.00%,98.00%,f,t,Entire condo,Entire home/apt,6,1099,1,365,4.43,4.29,4.43,4.57,4.43,4.29,4,t,1.08
within an hour,100.00%,100.00%,f,t,Private room in home,Private room,2,414,1,30,5,5,4.67,5,5,4.67,5,f,0.4
a few days or more,0.00%,11.00%,f,t,Private room in rental unit,Private room,2,1190,2,60,5,5,5,5,5,5,5,t,0.19
within an hour,100.00%,100.00%,t,t,Shipping container,Entire home/apt,2,450,1,365,4.91,4.97,4.88,4.94,4.91,4.85,5,f,4.74
within an hour,100.00%,99.00%,t,t,Entire condo,Entire home/apt,4,1221,3,365,4.86,5,4.93,4.86,4.93,5,5,f,1.88
N/A,N/A,100.00%,f,t,Private room in rental unit,Private room,2,380,1,60,5,5,5,5,5,4.83,5,f,0.91
within a few hours,100.00%,85.00%,f,t,Entire condo,Entire home/apt,4,2287,1,60,5,5,5,5,5,4.89,5,f,1.34
within an hour,100.00%,99.00%,f,t,Entire rental unit,Entire home/apt,4,1535,1,1125,4.73,4.73,4.6,4.67,4.87,4.53,4.4,t,2.12
within an hour,100.00%,99.00%,t,t,Entire loft,Entire home/apt,3,2181,1,365,4.88,4.94,4.88,5,4.81,4.94,4.75,f,3.04
within a day,100.00%,50.00%,f,t,Private room in bed and breakfast,Private room,1,650,1,365,5,5,5,5,5,5,5,f,0.14
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,1960,1,1125,4.6,4.8,4.6,4.7,4.6,4.75,4.35,t,2.69
within an hour,100.00%,100.00%,t,t,Hut,Entire home/apt,2,729,1,1125,4.84,4.79,4.89,4.95,5,4.68,4.63,f,3.8
a few days or more,43.00%,76.00%,f,t,Private room in condo,Private room,2,680,4,365,5,5,5,5,5,5,5,f,0.2
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,1445,1,1125,4.68,4.59,4.59,4.65,4.7,4.84,4.54,t,5
within an hour,100.00%,100.00%,f,t,Private room in serviced apartment,Private room,2,500,1,3,5,5,5,5,5,5,5,f,0.84
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,5,3467,1,1125,4.4,4.53,4.27,4.6,4.47,4.67,4.33,t,2.09
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,1890,2,30,4.92,5,5,5,4.83,4.92,4.92,t,2.38
N/A,N/A,0.00%,f,t,Entire loft,Entire home/apt,2,1599,21,365,,,,,,,,f,
within an hour,98.00%,99.00%,t,t,Entire guest suite,Entire home/apt,2,454,1,365,4.82,4.88,4.79,4.82,4.7,5,4.83,f,11.32
within an hour,100.00%,100.00%,t,t,Shipping container,Entire home/apt,2,444,1,365,4.66,4.83,4.79,5,4.83,4.59,4.72,f,3.88
within an hour,88.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,902,1,365,4.75,4.88,4.75,4.88,4.81,4.94,4.81,t,2.46
within an hour,98.00%,99.00%,t,t,Private room in casa particular,Private room,2,454,1,1125,4.85,4.86,4.83,4.82,4.83,4.9,4.83,f,9.59
within a few hours,75.00%,78.00%,f,f,Entire condo,Entire home/apt,4,3000,1,1125,3.67,3.67,3.67,3.67,3.67,3.67,3.67,f,0.54
within an hour,99.00%,100.00%,f,t,Entire loft,Entire home/apt,2,1299,1,1125,4.84,4.9,5,5,4.84,4.97,4.94,t,4.06
within an hour,90.00%,95.00%,f,t,Entire rental unit,Entire home/apt,4,2360,5,365,5,5,4,5,5,5,5,f,0.2
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,2139,1,1125,4.65,4.85,4.9,4.9,4.8,4.9,4.75,t,2.73
within a few hours,100.00%,50.00%,f,t,Entire vacation home,Entire home/apt,2,550,5,365,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,1053,4,365,,,,,,,,t,
N/A,N/A,25.00%,f,t,Room in boutique hotel,Private room,2,2250,1,30,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,7,1200,2,30,4.68,4.8,4.88,4.8,4.92,4.52,4.84,f,3.5
within an hour,99.00%,100.00%,t,t,Private room in rental unit,Private room,2,340,1,28,4.71,4.71,4.76,4.9,4.86,5,4.62,f,3.04
within an hour,100.00%,100.00%,t,t,Shipping container,Entire home/apt,2,444,1,365,4.72,4.86,4.69,4.86,4.64,4.69,4.58,f,4.74
within an hour,99.00%,100.00%,t,t,Private room in rental unit,Private room,2,334,1,28,4.84,4.88,4.8,4.88,4.92,4.96,4.8,f,3.33
within an hour,100.00%,98.00%,t,t,Entire condo,Entire home/apt,4,801,1,1125,4.95,4.95,4.84,4.95,5,4.84,5,t,3.8
N/A,N/A,N/A,f,t,Entire condo,Entire home/apt,2,1000,2,185,4.67,4.67,5,4.67,5,5,4.33,f,0.67
within a day,90.00%,78.00%,f,t,Private room in loft,Private room,4,800,3,365,4.8,5,5,5,5,5,5,f,0.9
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,6,4786,2,1125,4.88,4.88,4.88,4.81,4.81,4.73,4.85,t,3.64
within an hour,100.00%,99.00%,t,t,Entire loft,Entire home/apt,4,576,1,90,4.72,4.67,4.61,4.78,4.67,4.72,4.5,t,2.51
within a few hours,92.00%,97.00%,f,t,Private room in guest suite,Private room,3,662,1,1125,4.55,4.65,4.53,4.78,4.2,4.98,4.45,f,6.71
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,6,3613,2,365,5,4.9,5,4.86,4.95,5,4.95,f,3.07
N/A,N/A,33.00%,f,t,Entire rental unit,Entire home/apt,2,4250,2,30,5,5,4,5,5,5,5,f,0.16
N/A,N/A,94.00%,t,f,Private room in serviced apartment,Private room,2,2000,1,30,5,5,5,4.5,5,5,4.5,f,0.46
within an hour,100.00%,96.00%,t,t,Entire condo,Entire home/apt,4,1934,2,365,5,5,4.5,5,5,5,4.5,f,0.36
within an hour,100.00%,92.00%,f,t,Entire condo,Entire home/apt,3,756,2,31,4.67,4.8,4.73,4.8,4.87,4.33,4.53,f,2.32
within an hour,100.00%,96.00%,t,t,Entire condo,Entire home/apt,4,1732,2,365,5,5,5,5,4.5,4.5,5,f,0.35
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,4,1849,3,365,,,,,,,,t,
within an hour,100.00%,99.00%,f,t,Entire condo,Entire home/apt,6,686,1,365,4.34,4.57,4.6,4.57,4.57,4.6,4.51,f,5.02
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,349,2,1125,4.74,4.85,4.79,4.82,4.92,4.95,4.85,t,5.49
within an hour,99.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,3017,1,365,4.67,5,5,5,5,5,5,t,0.54
within an hour,100.00%,99.00%,t,t,Private room in tipi,Private room,2,2600,1,1,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,2491,1,365,4.6,4.8,5,5,4.4,4.8,4.5,t,1.75
within a few hours,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1900,4,365,5,5,5,5,5,5,5,t,0.48
within a few hours,100.00%,100.00%,f,t,Private room in bed and breakfast,Private room,2,3559,1,1125,,,,,,,,t,
within an hour,100.00%,99.00%,t,t,Private room in tipi,Private room,2,2500,1,1,,,,,,,,f,
a few days or more,0.00%,100.00%,f,t,Private room in serviced apartment,Private room,1,500,1,365,,,,,,,,t,
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,1200,3,1125,4.9,5,4.7,5,4.9,5,5,t,1.4
N/A,N/A,100.00%,f,t,Private room in guesthouse,Private room,1,900,1,365,5,5,5,5,5,5,5,t,0.18
within a few hours,100.00%,100.00%,f,t,Private room in bed and breakfast,Private room,2,2199,1,1125,,,,,,,,t,
within a day,100.00%,100.00%,f,t,Private room in rental unit,Private room,1,259,15,1125,5,5,5,5,5,5,5,f,0.34
within a few hours,100.00%,100.00%,f,t,Private room in serviced apartment,Private room,2,2621,1,1125,,,,,,,,t,
within a few hours,100.00%,100.00%,f,t,Private room in serviced apartment,Private room,2,2699,1,1125,,,,,,,,t,
within a few hours,100.00%,100.00%,f,t,Private room in bed and breakfast,Private room,4,4157,1,1125,,,,,,,,t,
within a few hours,100.00%,100.00%,f,t,Private room in bed and breakfast,Private room,4,3100,1,1125,,,,,,,,t,
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1530,3,365,4.74,4.74,4.79,4.74,4.89,4.63,4.42,f,2.69
within an hour,100.00%,99.00%,t,t,Private room in tipi,Private room,2,46770,1,1,,,,,,,,f,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,2280,1,100,4.84,4.84,4.84,5,5,5,4.74,t,2.75
within an hour,100.00%,100.00%,f,t,Private room in condo,Private room,2,258,1,365,4.22,4.56,4.44,4.33,4.67,4.56,4.11,t,1.34
within an hour,100.00%,97.00%,f,t,Entire serviced apartment,Entire home/apt,4,1100,2,150,4.71,4.71,4.89,4.57,4.75,4.93,4.71,f,3.96
a few days or more,0.00%,100.00%,f,t,Entire rental unit,Entire home/apt,6,1500,3,365,4,4,4.5,5,4.5,5,4.5,f,0.36
within an hour,100.00%,100.00%,f,t,Room in hotel,Private room,2,914,1,365,3.67,4,5,3.67,3.67,3.67,3.67,t,0.48
within an hour,100.00%,100.00%,f,t,Entire serviced apartment,Entire home/apt,4,879,2,365,4.11,4.67,4.67,4.67,4.11,4.89,4.44,t,1.38
within an hour,100.00%,99.00%,t,t,Entire loft,Entire home/apt,2,1171,2,365,4.25,4,5,5,4.75,4.25,3.75,t,0.73
within an hour,100.00%,100.00%,t,t,Entire home,Entire home/apt,5,900,1,365,4.91,4.95,4.95,4.95,5,4.77,4.82,f,3.07
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,1362,1,365,4.87,4.93,4.8,4.73,4.93,4.67,4.53,t,2.16
within an hour,100.00%,99.00%,t,t,Entire condo,Entire home/apt,6,2300,1,90,5,5,5,5,5,5,4,t,0.56
within a few hours,100.00%,100.00%,f,f,Entire condo,Entire home/apt,2,1248,5,180,5,5,5,5,5,5,5,f,0.7
N/A,N/A,100.00%,f,f,Entire condo,Entire home/apt,2,600,10,1125,4.71,5,5,5,5,5,5,t,0.98
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,908,14,365,5,5,5,5,5,5,5,f,0.22
within an hour,100.00%,90.00%,t,t,Entire condo,Entire home/apt,2,773,4,365,4.6,4.5,4.8,4.6,4.5,5,4.6,f,1.38
within an hour,100.00%,96.00%,t,f,Entire condo,Entire home/apt,4,480,1,1125,4.7,4.74,4.74,4.78,4.74,4.67,4.67,f,4.05
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,6,1652,2,28,4.94,4.88,5,4.69,5,4.88,4.94,f,2.24
within an hour,100.00%,99.00%,t,t,Private room in condo,Private room,2,425,2,28,5,5,5,5,5,5,5,f,0.82
within an hour,100.00%,99.00%,t,t,Private room in condo,Private room,2,389,2,28,5,5,5,5,5,5,5,f,0.54
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,2500,1,1125,4.88,4.94,4.91,4.81,4.72,4.97,4.88,t,4.32
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,2,1518,2,365,4.66,4.68,4.79,4.61,4.84,4.95,4.63,f,5.53
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,613,1,30,4.88,4.95,4.88,4.95,4.89,4.8,4.86,f,9.95
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,350,1,15,4.81,4.88,4.74,4.88,4.81,4.48,4.81,f,6.27
within an hour,100.00%,99.00%,t,t,Entire rental unit,Entire home/apt,7,1986,2,365,4.77,4.74,4.9,4.74,4.9,4.87,4.79,f,5.25
within a few hours,100.00%,91.00%,f,t,Private room in rental unit,Private room,1,300,2,1125,4.83,4.83,4.67,4.83,5,4.83,4.83,f,0.85
within an hour,100.00%,100.00%,t,t,Shipping container,Entire home/apt,2,444,1,365,4.67,4.92,4.67,5,5,4.75,4.67,f,1.63
within an hour,100.00%,100.00%,t,t,Entire loft,Entire home/apt,2,850,5,30,4.95,5,5,4.95,5,4.95,4.9,f,2.81
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,5,2170,2,1125,5,5,5,5,5,5,5,t,1.11
within an hour,91.00%,100.00%,f,t,Room in hotel,Private room,5,1202,1,365,5,5,5,5,5,5,5,t,0.64
within an hour,99.00%,99.00%,t,t,Entire condo,Entire home/apt,8,5797,1,365,5,4.5,4.5,5,5,5,5,t,0.36
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,902,1,1125,4.71,4.86,4.86,4.71,4.86,4.86,4.43,t,1
within an hour,100.00%,95.00%,f,t,Entire condo,Entire home/apt,4,900,3,365,4.5,5,4.5,5,5,4,4.5,f,0.48
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,7,2060,1,1125,4.94,4.97,5,4.9,4.97,4.77,4.84,t,4.31
within a few hours,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,1315,2,31,5,5,4.92,5,5,5,4.92,f,2.18
within an hour,100.00%,96.00%,t,t,Entire condo,Entire home/apt,6,2040,1,365,4.53,4.79,4.95,4.32,4.74,4.42,4.89,f,2.94
within a day,100.00%,67.00%,f,f,Private room in home,Private room,2,300,2,365,4.67,4.67,4.67,5,4.67,4.67,5,f,0.46
within an hour,100.00%,100.00%,f,t,Private room in hostel,Private room,2,272,2,365,5,5,4.5,5,4.83,5,5,f,0.99
within an hour,100.00%,95.00%,f,t,Entire condo,Entire home/apt,2,700,3,365,5,5,5,5,5,4,5,f,0.22
within an hour,100.00%,99.00%,t,t,Entire place,Entire home/apt,2,1187,2,60,4.82,4.91,4.91,5,5,4.36,4.82,f,2.7
N/A,N/A,100.00%,f,f,Room in hotel,Private room,4,950,1,365,4,5,4,5,5,5,5,t,0.16
within a few hours,100.00%,100.00%,f,t,Entire serviced apartment,Entire home/apt,4,2000,3,1125,4.5,5,5,5,5,5,4,t,0.39
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,7,1795,2,365,5,5,5,4.86,5,5,5,f,1.08
within an hour,100.00%,100.00%,t,t,Entire home,Entire home/apt,6,2610,2,365,5,5,5,5,4.93,4.93,5,f,2.16
within an hour,100.00%,96.00%,t,t,Entire condo,Entire home/apt,4,1099,1,1125,4.95,4.95,5,5,4.95,4.95,5,f,3.84
within an hour,100.00%,95.00%,t,t,Entire condo,Entire home/apt,4,1012,2,1125,5,5,4.94,5,5,4.94,5,f,2.58
within an hour,100.00%,0.00%,f,t,Private room in rental unit,Private room,1,571,3,10,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,3548,2,365,4.75,4.92,4.42,5,5,5,4.92,t,1.61
within an hour,100.00%,77.00%,f,t,Private room in rental unit,Private room,2,800,2,365,,,,,,,,f,
within a day,50.00%,100.00%,f,t,Private room in condo,Private room,2,600,2,1125,4.17,4.33,3.67,4.83,4.83,4.67,4.17,t,0.84
within a few hours,90.00%,64.00%,f,t,Private room in home,Private room,2,1688,1,365,,,,,,,,t,
within an hour,99.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,871,1,365,4.3,4.5,4.6,4.65,4.65,4.95,4.3,t,2.8
a few days or more,46.00%,100.00%,f,t,Entire serviced apartment,Entire home/apt,4,600,1,365,3.5,3.75,3.5,4.25,4.5,4.25,4.5,f,0.55
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,4,900,2,1125,4.56,4.68,4.72,4.68,4.72,5,4.52,f,3.71
N/A,N/A,100.00%,f,f,Room in hotel,Private room,4,950,1,365,5,5,5,5,5,5,5,t,0.46
within an hour,100.00%,99.00%,t,t,Private room in tipi,Private room,2,2600,1,1,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,8,1907,2,365,4.89,4.89,4.86,4.93,4.93,4.96,4.86,t,3.84
within an hour,100.00%,100.00%,t,t,Private room in vacation home,Private room,2,450,1,1125,4.9,4.95,5,4.7,4.95,4.7,4.8,f,2.8
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,2,990,2,365,4.86,4.86,4.93,4.86,4.93,4.79,4.86,t,3.87
within an hour,99.00%,100.00%,t,t,Private room in rental unit,Private room,2,480,1,44,4.67,4.67,4.71,4.86,4.9,5,4.67,f,3.01
within an hour,100.00%,96.00%,t,t,Entire rental unit,Entire home/apt,3,1054,3,1125,4.57,4.86,4.57,5,4.86,4.43,4.71,f,0.96
within a few hours,100.00%,86.00%,f,t,Entire condo,Entire home/apt,4,2400,3,90,,,,,,,,t,
within a few hours,90.00%,64.00%,f,t,Entire condo,Entire home/apt,6,3464,1,10,5,5,5,5,5,5,5,f,0.2
within an hour,100.00%,100.00%,f,f,Entire condo,Entire home/apt,3,874,2,365,5,5,5,5,5,4.86,5,f,1.39
within an hour,100.00%,95.00%,f,t,Entire home,Entire home/apt,8,2326,1,70,4.91,5,5,5,4.82,5,5,f,1.63
N/A,N/A,100.00%,f,t,Shared room in casa particular,Shared room,4,1000,1,180,,,,,,,,t,
within a few hours,100.00%,76.00%,f,t,Entire rental unit,Entire home/apt,4,850,2,1125,4.38,4.63,4.5,5,4.88,4.63,4.38,f,1.12
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,505,2,365,5,5,4.5,5,5,5,5,f,0.49
within an hour,95.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,2,463,1,365,4.8,4.83,4.75,4.8,4.83,4.68,4.78,f,6.45
within an hour,100.00%,99.00%,t,t,Entire condo,Entire home/apt,6,2214,1,90,5,4.92,5,5,5,5,5,t,2.34
within an hour,100.00%,88.00%,t,t,Private room in home,Private room,1,350,1,365,4.86,4.9,4.95,5,5,4.71,4.81,f,2.86
within an hour,71.00%,47.00%,f,t,Private room in condo,Private room,2,270,1,365,5,5,5,5,5,5,5,f,0.42
within an hour,100.00%,99.00%,t,t,Private room in home,Private room,2,385,3,365,4.93,5,4.93,4.93,5,4.93,4.93,f,1.97
within an hour,93.00%,100.00%,f,t,Private room in home,Private room,2,650,1,1125,4.9,4.9,4.77,4.97,4.93,4.93,4.83,t,4.43
within a few hours,100.00%,100.00%,f,t,Entire condo,Entire home/apt,3,588,6,200,5,5,5,5,5,4.67,5,f,0.5
N/A,N/A,N/A,f,t,Entire condo,Entire home/apt,5,2000,1,365,,,,,,,,t,
within an hour,100.00%,99.00%,t,t,Entire condo,Entire home/apt,6,2086,1,90,5,5,4.92,5,5,5,5,t,1.67
within an hour,100.00%,100.00%,t,t,Entire vacation home,Entire home/apt,4,1194,1,365,4.86,4.79,4.93,4.86,4.93,4.79,4.5,f,2.23
within a day,100.00%,50.00%,f,t,Entire rental unit,Entire home/apt,2,1150,10,365,5,5,5,5,5,5,5,f,0.22
within a day,100.00%,79.00%,f,t,Entire serviced apartment,Entire home/apt,4,2000,15,365,,,,,,,,f,
within an hour,99.00%,100.00%,f,t,Entire rental unit,Entire home/apt,3,969,1,365,4.67,5,4.78,5,4.89,5,4.67,t,1.8
within an hour,100.00%,99.00%,f,t,Private room in casa particular,Private room,3,1150,1,365,,,,,,,,t,
within an hour,100.00%,100.00%,f,t,Private room in cabin,Private room,2,366,2,365,4.81,4.56,4.63,4.94,4.88,4.69,4.75,t,2.16
within an hour,99.00%,99.00%,f,t,Entire loft,Entire home/apt,2,459,1,365,5,5,5,5,5,5,4,f,0.14
within an hour,100.00%,99.00%,f,t,Entire loft,Entire home/apt,8,800,1,365,3.67,4,4.33,4.33,3.73,4.33,3.47,f,2.3
within an hour,100.00%,91.00%,t,t,Private room in home,Private room,1,327,1,365,5,5,5,5,5,4.88,5,f,1.15
within an hour,100.00%,82.00%,f,f,Private room in home,Private room,2,345,4,1125,4.88,4.88,5,4.88,4.63,5,4.75,t,1.24
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,2,1257,1,29,5,5,5,5,5,5,5,f,1.67
N/A,N/A,100.00%,f,f,Room in hotel,Private room,4,950,1,365,4.5,4.75,4.75,5,4.25,5,4.75,t,0.55
within a few hours,100.00%,75.00%,f,t,Entire condo,Entire home/apt,5,1529,3,100,5,5,5,5,5,5,5,t,0.44
within an hour,100.00%,68.00%,f,t,Private room in rental unit,Private room,2,370,2,30,4.7,5,5,4.7,4.7,5,5,f,1.59
within an hour,100.00%,100.00%,t,t,Entire rental unit,Entire home/apt,4,1343,1,365,5,5,5,5,5,5,5,f,0.29
within an hour,99.00%,100.00%,f,t,Entire rental unit,Entire home/apt,7,2458,1,365,,,,,,,,t,
within an hour,100.00%,100.00%,t,t,Shipping container,Entire home/apt,2,444,1,365,4.78,4.89,4.81,4.89,4.81,4.83,4.67,f,4.89
within an hour,100.00%,100.00%,f,t,Private room in home,Private room,2,349,1,365,4.67,4.53,4.93,4.8,4.93,4.6,4.53,t,2.09
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,2,1392,1,1125,4.85,4.92,4.77,4.92,5,4.85,4.77,t,3.98
within an hour,100.00%,100.00%,t,t,Private room in townhouse,Private room,1,283,1,365,4.75,4.89,4.86,4.89,4.81,4.81,4.83,t,5
within an hour,93.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,1400,1,365,4.42,4.83,4.58,5,4.42,4.67,4.5,t,1.72
within an hour,100.00%,81.00%,t,t,Private room in rental unit,Private room,2,600,1,365,5,5,5,5,5,4.75,5,f,0.56
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,4,899,1,60,4.8,5,5,4.8,5,5,5,t,0.9
within a few hours,100.00%,92.00%,f,t,Private room in home,Private room,1,399,1,365,4.88,5,4.88,4.88,5,4.88,5,f,1.12
N/A,N/A,100.00%,f,f,Room in hotel,Private room,4,1050,1,365,5,5,5,5,5,5,5,t,0.14
within an hour,99.00%,100.00%,f,t,Entire guest suite,Entire home/apt,2,550,1,365,4.77,4.85,4.85,5,5,4.92,4.77,t,1.76
within an hour,100.00%,100.00%,f,t,Entire loft,Entire home/apt,4,886,1,365,4.22,4.38,4.33,4.56,4.71,4.8,4.58,f,6.19
within an hour,100.00%,100.00%,f,t,Entire townhouse,Entire home/apt,12,9449,1,365,5,5,5,5,4.9,4.9,4.9,f,1.57
within an hour,100.00%,89.00%,f,t,Entire serviced apartment,Entire home/apt,2,1500,7,365,5,5,5,5,5,5,5,f,0.61
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,2,1721,2,93,4.89,5,4.67,5,5,4.89,4.78,t,1.32
within an hour,100.00%,93.00%,f,t,Entire condo,Entire home/apt,2,843,1,28,5,5,5,5,5,4.86,4.86,f,1.39
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,2,1850,2,90,4.94,4.88,4.94,4.94,5,4.94,4.88,f,2.62
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,3,976,1,1125,4.86,4.71,5,5,4.86,5,5,t,0.98
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,3,900,1,365,,,,,,,,t,
within an hour,100.00%,99.00%,t,t,Private room in tipi,Private room,2,2500,1,1,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,3,841,1,1125,4.75,5,5,5,5,4.75,5,t,0.56
within an hour,100.00%,99.00%,t,t,Private room in tipi,Private room,2,44971,1,1,,,,,,,,f,
within an hour,100.00%,100.00%,t,t,Entire serviced apartment,Entire home/apt,2,1500,1,1125,5,5,5,5,5,5,5,t,0.31
within a day,100.00%,73.00%,f,t,Private room in bed and breakfast,Private room,1,480,3,1125,5,4.83,4.83,5,5,4.83,4.83,f,0.98
within an hour,100.00%,97.00%,f,t,Entire condo,Entire home/apt,5,1299,2,365,4.9,5,5,5,5,5,4.8,t,1.35
within an hour,100.00%,100.00%,t,t,Private room in rental unit,Private room,5,1098,2,45,5,5,5,5,5,5,5,t,0.53
within an hour,100.00%,99.00%,t,t,Room in aparthotel,Entire home/apt,4,2616,1,365,5,5,5,5,5,5,5,t,0.55
within an hour,88.00%,80.00%,f,t,Private room in condo,Private room,3,500,1,365,5,5,5,5,5,4.86,5,f,1.39
within a few hours,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1300,2,365,5,5,5,4.8,5,4.4,4.8,f,0.72
within an hour,100.00%,96.00%,f,t,Entire condo,Entire home/apt,4,936,3,365,4.93,5,5,5,4.93,4.93,5,f,2.32
within an hour,100.00%,99.00%,f,t,Private room in home,Private room,2,6874,1,1125,4.73,4.82,4.82,4.73,5,4.73,4.64,t,1.55
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,3,2171,3,60,5,5,5,4.87,5,5,4.87,t,2.28
within an hour,86.00%,100.00%,f,t,Entire condo,Entire home/apt,6,1350,2,1125,4.86,4.86,5,5,5,4.86,4.71,t,1.03
within an hour,100.00%,99.00%,t,t,Entire condo,Entire home/apt,4,1197,2,1125,4.67,4.83,4.58,4.75,4.58,4.83,4.83,f,1.78
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,1907,1,365,4.92,4.95,4.95,4.95,4.95,4.95,4.95,f,5.25
within a few hours,100.00%,100.00%,t,t,Entire condo,Entire home/apt,4,759,1,365,4.9,4.94,4.76,4.9,4.88,4.96,4.86,f,6.76
within an hour,100.00%,99.00%,f,t,Private room in home,Private room,2,7905,1,1125,4.4,4.64,4.6,4.72,4.68,4.68,4.36,t,3.5
within a few hours,100.00%,88.00%,f,t,Private room in home,Private room,2,329,1,365,5,5,5,5,5,5,5,f,1.01
within an hour,100.00%,97.00%,t,t,Private room in condo,Private room,2,414,1,10,4.67,4.67,4.67,5,5,5,4.67,f,1.3
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,6,2950,2,90,4.8,4.6,4.8,4.93,4.93,5,4.6,t,2.23
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,1,700,1,1125,4.8,4.8,4.6,5,5,5,5,t,0.83
N/A,N/A,100.00%,f,f,Entire rental unit,Entire home/apt,4,1388,5,365,,,,,,,,t,
within an hour,100.00%,100.00%,f,t,Entire rental unit,Entire home/apt,4,1743,1,365,4.87,4.8,4.87,4.73,4.53,4.93,4.67,t,2.14
N/A,N/A,100.00%,f,f,Room in hotel,Private room,4,1399,1,365,,,,,,,,t,
within an hour,100.00%,100.00%,t,t,Entire condo,Entire home/apt,3,873,3,30,4.85,5,4.77,5,4.92,4.92,4.77,t,2.32
within an hour,100.00%,100.00%,f,t,Entire condo,Entire home/apt,4,1548,1,365,4,4.57,4.71,4.43,4,4.86,4.43,t,1.23
